지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,전운량(10분위),중하층운량(10분위),지면온도(°C),지면온도 QC플래그
108,서울,2022-09-24 07:00,12.4,,,,1,,250,,80,,11.5,9,1007.1,,1017.4,,0,0,10.7,
108,서울,2022-09-24 08:00,14.2,,,,.5,,230,,75,,12.1,9.8,1007.5,,1017.7,,0,0,12,
108,서울,2022-09-24 09:00,16.8,,,,2.8,,290,,68,,12.9,10.8,1007.6,,1017.7,,0,0,22.3,
108,서울,2022-09-24 10:00,18.7,,,,2.6,,290,,61,,13.1,11,1007.8,,1017.8,,0,0,27.3,
108,서울,2022-09-24 11:00,20.4,,,,2.5,,290,,60,,14.3,12.3,1007.8,,1017.8,,1,1,32,
108,서울,2022-09-24 12:00,21.5,,,,3.8,,270,,47,,12,9.7,1007.5,,1017.4,,3,3,34.9,
108,서울,2022-09-24 13:00,22.6,,,,3.8,,270,,42,,11.5,9,1006.9,,1016.8,,2,1,37.2,
108,서울,2022-09-24 14:00,23.3,,,,3.6,,270,,43,,12.3,10,1006.3,,1016.1,,3,1,37,
108,서울,2022-09-24 15:00,24.1,,,,3,,270,,42,,12.5,10.3,1005.8,,1015.6,,2,1,35.9,
108,서울,2022-09-24 16:00,24,,,,2.7,,290,,41,,12.2,9.9,1005.5,,1015.3,,4,1,31.8,
108,서울,2022-09-24 17:00,23.8,,,,2.4,,290,,43,,12.6,10.4,1005.2,,1015,,4,0,25,
108,서울,2022-09-24 18:00,22.1,,,,1.4,,320,,50,,13.2,11.1,1005.5,,1015.4,,7,0,21.4,
108,서울,2022-09-24 19:00,20.7,,,,2.5,,270,,63,,15.3,13.3,1005.7,,1015.7,,5,0,19.4,
108,서울,2022-09-24 20:00,20,,,,2.2,,320,,69,,16.1,14.1,1006.2,,1016.2,,6,3,18.1,
108,서울,2022-09-24 21:00,19.3,,,,.3,,0,,74,,16.5,14.5,1006.8,,1016.8,,4,0,16.7,
108,서울,2022-09-24 22:00,18.8,,,,.9,,290,,77,,16.6,14.6,1006.6,,1016.6,,10,6,16.7,
108,서울,2022-09-24 23:00,18.5,,,,.6,,320,,79,,16.7,14.7,1006.3,,1016.3,,10,4,16.7,
108,서울,2022-09-25 00:00,18.3,,,,.9,,290,,79,,16.5,14.5,1006.4,,1016.4,,9,0,16.5,
108,서울,2022-09-25 01:00,17.9,,,,.9,,20,,82,,16.7,14.7,1006.2,,1016.2,,5,5,15.7,
108,서울,2022-09-25 02:00,16.9,,,,1.6,,50,,80,,15.4,13.4,1006.1,,1016.2,,6,6,15.3,
108,서울,2022-09-25 03:00,16.6,,,,1.5,,50,,83,,15.6,13.6,1005.8,,1015.9,,9,0,15.4,
108,서울,2022-09-25 04:00,16.4,,,,2.1,,50,,82,,15.3,13.3,1005.5,,1015.6,,9,0,15.2,
108,서울,2022-09-25 05:00,15.9,,,,1.2,,70,,82,,14.8,12.8,1005.7,,1015.8,,8,0,14.5,
108,서울,2022-09-25 06:00,15.4,,,,1.9,,50,,84,,14.7,12.7,1006.2,,1016.4,,9,0,14.1,
108,서울,2022-09-25 07:00,15.4,,,,2.1,,50,,82,,14.3,12.3,1006.4,,1016.6,,9,0,14.9,
108,서울,2022-09-25 08:00,15.9,,,,2.3,,50,,82,,14.8,12.8,1007,,1017.2,,9,5,16.7,
108,서울,2022-09-25 09:00,17,,,,2.4,,50,,75,,14.5,12.5,1007.1,,1017.2,,8,5,19.4,
108,서울,2022-09-25 10:00,19,,,,1.9,,70,,72,,15.8,13.8,1007.3,,1017.3,,8,4,25.8,
108,서울,2022-09-25 11:00,20.7,,,,1.4,,110,,64,,15.6,13.6,1007.2,,1017.2,,8,5,30,
108,서울,2022-09-25 12:00,22.2,,,,1.2,,180,,52,,13.8,11.8,1006.7,,1016.6,,4,0,34,
108,서울,2022-09-25 13:00,23.9,,,,1.3,,70,,44,,12.9,10.8,1005.9,,1015.7,,7,0,39.2,
108,서울,2022-09-25 14:00,24.8,,,,1.8,,340,,38,,11.9,9.5,1005.4,,1015.2,,3,0,39.3,
108,서울,2022-09-25 15:00,25,,,,2.7,,290,,42,,13.2,11.1,1004.9,,1014.7,,3,0,37.1,
108,서울,2022-09-25 16:00,24.9,,,,2.1,,290,,41,,12.9,10.7,1004.8,,1014.6,,5,0,32.3,
108,서울,2022-09-25 17:00,24.6,,,,2.4,,290,,42,,12.9,10.8,1004.9,,1014.6,,4,0,25.8,
108,서울,2022-09-25 18:00,23.2,,,,1.9,,320,,46,,13,10.9,1005.2,,1015,,2,0,21.8,
108,서울,2022-09-25 19:00,21.4,,,,1,,270,,49,,12.4,10.2,1005.5,,1015.4,,4,0,19.1,
108,서울,2022-09-25 20:00,20.4,,,,1.5,,360,,53,,12.6,10.4,1005.8,,1015.8,,8,0,18,
108,서울,2022-09-25 21:00,19.7,,,,.6,,270,,59,,13.5,11.4,1006.3,,1016.2,,8,0,17.4,
108,서울,2022-09-25 22:00,19.1,,,,1.1,,290,,62,,13.7,11.6,1006.5,,1016.5,,9,0,16.9,
108,서울,2022-09-25 23:00,18.5,,,,.3,,0,,62,,13.1,11,1006.5,,1016.5,,8,0,16.2,
108,서울,2022-09-26 00:00,18,,,,.4,,0,,65,,13.4,11.3,1006.3,,1016.3,,8,0,15.5,
108,서울,2022-09-26 01:00,17.4,,,,1.8,,360,,68,,13.5,11.4,1006.4,,1016.5,,5,0,14.8,
108,서울,2022-09-26 02:00,16.9,,,,1.9,,360,,71,,13.6,11.5,1006.5,,1016.6,,7,0,14.6,
108,서울,2022-09-26 03:00,16.6,,,,1,,20,,72,,13.6,11.5,1006.6,,1016.7,,7,0,14.5,
108,서울,2022-09-26 04:00,16.2,,,,.7,,20,,72,,13.2,11.1,1006.6,,1016.7,,8,0,14.2,
108,서울,2022-09-26 05:00,15.7,,,,1.8,,20,,76,,13.5,11.4,1006.6,,1016.8,,8,0,13.8,
108,서울,2022-09-26 06:00,15.3,,,,1.9,,20,,80,,13.8,11.8,1006.9,,1017.1,,7,0,13.3,
108,서울,2022-09-26 07:00,14.9,,,,2.1,,50,,82,,13.8,11.8,1007.3,,1017.5,,9,0,13.8,
108,서울,2022-09-26 08:00,15.7,,,,2.1,,50,,82,,14.6,12.6,1007.5,,1017.7,,8,0,17,
108,서울,2022-09-26 09:00,17.7,,,,1.9,,20,,73,,14.7,12.7,1007.8,,1017.9,,8,0,21.3,
108,서울,2022-09-26 10:00,20.1,,,,1.4,,50,,63,,14.8,12.8,1008,,1018,,8,0,29.2,
108,서울,2022-09-26 11:00,21.7,,,,1,,90,,50,,12.9,10.8,1007.5,,1017.4,,8,2,31.7,
108,서울,2022-09-26 12:00,23.2,,,,2.7,,250,,39,,11,8.4,1007,,1016.8,,8,3,35.7,
108,서울,2022-09-26 13:00,23.8,,,,2.6,,290,,37,,10.9,8.2,1006.5,,1016.3,,8,2,37.1,
108,서울,2022-09-26 14:00,24.3,,,,2.6,,290,,36,,10.9,8.2,1005.6,,1015.4,,7,3,37.4,
108,서울,2022-09-26 15:00,25.3,,,,1.8,,250,,32,,10.3,7.4,1005.7,,1015.5,,2,0,37.1,
108,서울,2022-09-26 16:00,25.3,,,,2.5,,270,,38,,12.2,9.9,1005.5,,1015.3,,6,0,31.7,
108,서울,2022-09-26 17:00,24.9,,,,2.6,,250,,38,,11.9,9.5,1005.4,,1015.2,,7,0,25.8,
108,서울,2022-09-26 18:00,23.5,,,,1.6,,320,,41,,11.8,9.4,1005.7,,1015.5,,7,0,22,
108,서울,2022-09-26 19:00,22,,,,2.5,,290,,52,,13.7,11.6,1005.8,,1015.7,,6,0,19.4,
108,서울,2022-09-26 20:00,20.9,,,,1.8,,290,,60,,14.8,12.8,1006.3,,1016.3,,6,0,18.1,
108,서울,2022-09-26 21:00,20.1,,,,.4,,0,,61,,14.3,12.3,1006.6,,1016.6,,7,0,17.1,
108,서울,2022-09-26 22:00,19.4,,,,.7,,290,,63,,14.1,12.1,1006.7,,1016.6,,7,0,16.6,
108,서울,2022-09-26 23:00,18.8,,,,1,,360,,67,,14.5,12.5,1006.7,,1016.7,,7,0,15.9,
108,서울,2022-09-27 00:00,18.4,,,,1,,340,,70,,14.8,12.8,1006.8,,1016.8,,6,0,15.3,
108,서울,2022-09-27 01:00,17.5,,,,1.9,,360,,73,,14.5,12.5,1006.7,,1016.8,,0,0,14.4,
108,서울,2022-09-27 02:00,16.6,,,,1.7,,20,,77,,14.5,12.5,1006.6,,1016.7,,0,0,13.9,
108,서울,2022-09-27 03:00,16.1,,,,2,,20,,80,,14.6,12.6,1006.8,,1016.9,,0,0,13.4,
108,서울,2022-09-27 04:00,15.5,,,,1.1,,50,,83,,14.6,12.6,1006.7,,1016.9,,5,0,12.9,
108,서울,2022-09-27 05:00,14.9,,,,1.6,,20,,84,,14.2,12.2,1006.6,,1016.8,,1,0,12.4,
108,서울,2022-09-27 06:00,14.4,,,,2.2,,50,,86,,14,12,1006.7,,1016.9,,0,0,12.2,
108,서울,2022-09-27 07:00,14.1,,,,1.9,,20,,86,,13.7,11.7,1006.8,,1017,,1,0,12.3,
108,서울,2022-09-27 08:00,15.7,,,,2.2,,50,,83,,14.8,12.8,1006.9,,1017.1,,4,0,13.8,
108,서울,2022-09-27 09:00,18.5,,,,1.6,,70,,71,,15.1,13.1,1006.9,,1016.9,,2,0,23.8,
108,서울,2022-09-27 10:00,19.9,,,,2.2,,50,,65,,15.1,13.1,1006.7,,1016.7,,3,0,27.1,
108,서울,2022-09-27 11:00,22.8,,,,1.5,,90,,52,,14.4,12.4,1006.6,,1016.4,,4,0,36.8,
108,서울,2022-09-27 12:00,24.4,,,,.8,,110,,45,,13.7,11.6,1006.1,,1015.9,,2,0,40.6,
108,서울,2022-09-27 13:00,26.3,,,,2.2,,140,,40,,13.7,11.6,1005.4,,1015.1,,1,0,42.5,
108,서울,2022-09-27 14:00,26.9,,,,2.9,,50,,37,,13,10.9,1004.7,,1014.4,,0,0,42,
108,서울,2022-09-27 15:00,27.6,,,,2.3,,20,,35,,12.9,10.7,1003.9,,1013.6,,0,0,39.6,
108,서울,2022-09-27 16:00,27.7,,,,2.3,,50,,33,,12.2,9.9,1003.5,,1013.2,,0,0,34.6,
108,서울,2022-09-27 17:00,27.4,,,,1,,70,,33,,11.9,9.6,1003.4,,1013.1,,0,0,26.6,
108,서울,2022-09-27 18:00,25.8,,,,1.9,,360,,36,,11.9,9.5,1003.5,,1013.3,,0,0,22.4,
108,서울,2022-09-27 19:00,23.3,,,,2.3,,290,,46,,13.1,11,1003.8,,1013.6,,0,0,19.5,
108,서울,2022-09-27 20:00,22.4,,,,1.7,,290,,58,,15.7,13.7,1004,,1013.8,,0,0,18.3,
108,서울,2022-09-27 21:00,21.3,,,,.3,,0,,55,,13.8,11.8,1004.5,,1014.4,,0,0,17,
108,서울,2022-09-27 22:00,20.3,,,,.2,,0,,58,,13.7,11.7,1004.6,,1014.6,,3,0,16.3,
108,서울,2022-09-27 23:00,19.3,,,,0,,0,,64,,14.3,12.3,1004.4,,1014.3,,3,0,15.6,
108,서울,2022-09-28 00:00,18.9,,,,.9,,50,,64,,13.9,11.9,1004.7,,1014.7,,0,0,15.3,
108,서울,2022-09-28 01:00,18.1,,,,2,,20,,69,,14.3,12.3,1004.3,,1014.3,,1,0,14.9,
108,서울,2022-09-28 02:00,17.6,,,,1.3,,20,,73,,14.6,12.6,1004.2,,1014.2,,4,0,14.6,
108,서울,2022-09-28 03:00,17.2,,,,1.8,,20,,75,,14.7,12.7,1004.2,,1014.3,,3,0,14.4,
108,서울,2022-09-28 04:00,16.7,,,,1.5,,50,,78,,14.8,12.8,1003.9,,1014,,2,0,14.1,
108,서울,2022-09-28 05:00,16.3,,,,2.1,,50,,77,,14.2,12.2,1004.1,,1014.2,,4,0,14.1,
108,서울,2022-09-28 06:00,16.3,,,,2.5,,50,,77,,14.2,12.2,1003.9,,1014,,7,0,14.2,
108,서울,2022-09-28 07:00,16.5,,,,2.5,,50,,79,,14.8,12.8,1004,,1014.1,,8,0,15,
108,서울,2022-09-28 08:00,17.5,,,,1.9,,50,,77,,15.4,13.4,1004.2,,1014.2,,9,0,17.6,
108,서울,2022-09-28 09:00,18.4,,,,2.1,,50,,75,,15.8,13.8,1004.6,,1014.6,,9,0,19.8,
108,서울,2022-09-28 10:00,19.4,,,,2.2,,50,,72,,16.2,14.2,1004.4,,1014.3,,10,0,21.7,
108,서울,2022-09-28 11:00,20.7,,,,1.3,,70,,70,,17,15,1004.3,,1014.2,,9,0,26.8,
108,서울,2022-09-28 12:00,22,,,,2.4,,50,,64,,16.8,14.8,1003.8,,1013.7,,8,0,27,
108,서울,2022-09-28 13:00,23.2,,,,2.2,,20,,61,,17.3,15.2,1003.4,,1013.2,,9,0,32,
108,서울,2022-09-28 14:00,24.3,,,,1.6,,90,,58,,17.6,15.5,1002.8,,1012.5,,7,0,35.4,
108,서울,2022-09-28 15:00,25.6,,,,2.2,,200,,50,,16.3,14.3,1002.3,,1012.1,,7,0,34,
108,서울,2022-09-28 16:00,25.8,,,,2.1,,230,,52,,17.2,15.1,1002.1,,1011.8,,6,0,32,
108,서울,2022-09-28 17:00,25.7,,,,1.9,,270,,48,,15.8,13.8,1002.1,,1011.8,,4,3,26,
108,서울,2022-09-28 18:00,23.9,,,,2.5,,270,,64,,18.9,16.6,1002.2,,1011.9,,3,1,22.5,
108,서울,2022-09-28 19:00,22.6,,,,1.6,,290,,69,,18.9,16.6,1002.5,,1012.3,,0,0,20.2,
108,서울,2022-09-28 20:00,21.7,,,,1.1,,270,,75,,19.4,17,1002.8,,1012.7,,0,0,18.8,
108,서울,2022-09-28 21:00,20.7,,,,2.1,,250,,78,,19,16.7,1003.4,,1013.3,,0,0,18.1,
108,서울,2022-09-28 22:00,20.2,,,,2,,270,,82,,19.4,17,1003.8,,1013.8,,0,0,17.6,
108,서울,2022-09-28 23:00,19.7,,,,1.6,,270,,84,,19.2,16.9,1003.8,,1013.7,,0,0,17.1,
108,서울,2022-09-29 00:00,19,,,,1.6,,270,,85,,18.6,16.4,1003.9,,1013.8,,0,0,16.4,
108,서울,2022-09-29 01:00,18.4,,,,.7,,270,,86,,18.2,16,1004,,1014,,0,0,15.7,
108,서울,2022-09-29 02:00,17.9,,,,.8,,360,,88,,17.9,15.8,1003.8,,1013.8,,1,1,15.4,
108,서울,2022-09-29 03:00,17.4,,,,1.4,,20,,88,,17.4,15.3,1003.6,,1013.6,,0,0,14.9,
108,서울,2022-09-29 04:00,17,,,,1.3,,360,,89,,17.2,15.1,1003.7,,1013.8,,0,0,14.4,
108,서울,2022-09-29 05:00,16.6,,,,1.1,,360,,92,,17.3,15.2,1003.9,,1014,,0,0,14.3,
108,서울,2022-09-29 06:00,16.5,,,,.9,,320,,92,,17.2,15.1,1004.4,,1014.5,,9,9,14.2,
108,서울,2022-09-29 07:00,16.6,,,,1,,290,,91,,17.2,15.1,1005,,1015.1,,8,8,15.6,
108,서울,2022-09-29 08:00,17.3,,,,1.4,,290,,90,,17.7,15.6,1005.1,,1015.2,,9,9,18.1,
108,서울,2022-09-29 09:00,18.1,,,,1.6,,270,,86,,17.8,15.7,1005.4,,1015.4,,8,8,20.5,
108,서울,2022-09-29 10:00,19.6,,,,1.2,,320,,80,,18.2,16,1005.4,,1015.3,,3,3,26.9,
108,서울,2022-09-29 11:00,21.7,,,,1,,320,,73,,18.9,16.6,1005.1,,1015,,2,2,32.8,
108,서울,2022-09-29 12:00,23.4,,,,.8,,110,,65,,18.6,16.4,1004.5,,1014.3,,3,3,35.8,
108,서울,2022-09-29 13:00,24.8,,,,1.9,,230,,52,,16.2,14.2,1004,,1013.8,,0,0,39.2,
108,서울,2022-09-29 14:00,25.9,,,,2.5,,200,,47,,15.7,13.7,1003.5,,1013.2,,0,0,38.4,
108,서울,2022-09-29 15:00,26,,,,2.1,,270,,38,,12.7,10.5,1003.3,,1013,,0,0,34.9,
108,서울,2022-09-29 16:00,26.3,,,,1.4,,290,,36,,12.3,10,1003.1,,1012.8,,0,0,31.4,
108,서울,2022-09-29 17:00,25.7,,,,1.7,,270,,44,,14.5,12.5,1003.3,,1013.1,,0,0,25.4,
108,서울,2022-09-29 18:00,23.6,,,,2.9,,270,,63,,18.3,16.1,1003.8,,1013.6,,0,0,22,
108,서울,2022-09-29 19:00,21.7,,,,2.9,,250,,70,,18.1,15.9,1004.4,,1014.3,,0,0,19.6,
108,서울,2022-09-29 20:00,20.6,,,,2.8,,250,,75,,18.2,16,1004.9,,1014.9,,0,0,18.4,
108,서울,2022-09-29 21:00,20.1,,,,1.7,,230,,77,,18.1,15.9,1005.3,,1015.3,,0,0,17.4,
108,서울,2022-09-29 22:00,19.4,,,,1,,250,,76,,17,15,1005.5,,1015.4,,2,0,16.1,
108,서울,2022-09-29 23:00,18.6,,,,0,,0,,79,,16.8,14.8,1005.7,,1015.7,,0,0,15.4,
108,서울,2022-09-30 00:00,18,,,,1.1,,360,,79,,16.2,14.2,1005.8,,1015.8,,0,0,15,
108,서울,2022-09-30 01:00,17.6,,,,.8,,340,,80,,16.1,14.1,1005.9,,1015.9,,0,0,14.4,
108,서울,2022-09-30 02:00,17.1,,,,.8,,20,,82,,15.9,13.9,1005.9,,1016,,0,0,14.3,
108,서울,2022-09-30 03:00,16.5,,,,1.8,,50,,84,,15.7,13.7,1005.9,,1016,,0,0,13.6,
108,서울,2022-09-30 04:00,16.2,,,,1.1,,360,,84,,15.4,13.4,1006.1,,1016.2,,0,0,13.5,
108,서울,2022-09-30 05:00,15.6,,,,1.9,,20,,88,,15.6,13.6,1006.4,,1016.6,,0,0,13.4,
108,서울,2022-09-30 06:00,15.2,,,,.8,,70,,88,,15.2,13.2,1006.6,,1016.8,,0,0,12.5,
108,서울,2022-09-30 07:00,14.9,,,,2.4,,20,,89,,15,13,1006.8,,1017,,0,0,13.2,
108,서울,2022-09-30 08:00,15.9,,,,2.3,,20,,89,,16,14,1006.8,,1017,,0,0,15.4,
108,서울,2022-09-30 09:00,18.4,,,,1.3,,70,,79,,16.6,14.6,1007,,1017,,0,0,23.5,
108,서울,2022-09-30 10:00,21.1,,,,1.6,,50,,70,,17.5,15.4,1006.8,,1016.7,,0,0,30.8,
108,서울,2022-09-30 11:00,22.6,,,,.9,,50,,60,,16.4,14.4,1006.6,,1016.5,,0,0,36.3,
108,서울,2022-09-30 12:00,24.5,,,,2,,250,,56,,17.2,15.1,1005.9,,1015.6,,1,0,39.9,
108,서울,2022-09-30 13:00,26.2,,,,1.9,,250,,51,,17.3,15.2,1005.5,,1015.3,,3,0,41.4,
108,서울,2022-09-30 14:00,26.8,,,,1.7,,250,,46,,16.2,14.2,1005,,1014.7,,5,0,37.6,
108,서울,2022-09-30 15:00,27,,,,2.4,,290,,40,,14.2,12.2,1004.7,,1014.4,,1,0,35.3,
108,서울,2022-09-30 16:00,27.7,,,,1.6,,270,,37,,13.7,11.6,1004.3,,1014,,0,0,32.8,
108,서울,2022-09-30 17:00,27,,,,1.8,,270,,39,,13.8,11.8,1004.3,,1014,,0,0,25.7,
108,서울,2022-09-30 18:00,25,,,,2.6,,270,,46,,14.5,12.5,1004.5,,1014.3,,0,0,22.1,
108,서울,2022-09-30 19:00,23.2,,,,2.2,,290,,69,,19.5,17.1,1005.2,,1015,,0,0,19.8,
108,서울,2022-09-30 20:00,21.8,,,,1.9,,250,,74,,19.2,16.9,1005.7,,1015.6,,1,0,18.3,
108,서울,2022-09-30 21:00,20.7,,,,1.8,,270,,74,,17.9,15.8,1006.2,,1016.2,,0,0,17.1,
108,서울,2022-09-30 22:00,19.8,,,,1.1,,270,,75,,17.3,15.2,1006.1,,1016.1,,0,0,16.2,
108,서울,2022-09-30 23:00,19.3,,,,1.3,,360,,75,,16.7,14.7,1006.1,,1016,,0,0,15.4,
108,서울,2022-10-01 00:00,18.5,,,,1.5,,20,,77,,16.3,14.3,1006.3,,1016.3,,0,0,14.7,
108,서울,2022-10-01 01:00,17.7,,,,1.5,,20,,79,,16,14,1006.4,,1016.4,,1,0,14,
108,서울,2022-10-01 02:00,17.2,,,,1.8,,20,,79,,15.5,13.5,1006.4,,1016.5,,0,0,13.6,
108,서울,2022-10-01 03:00,16.4,,,,1.5,,50,,82,,15.3,13.3,1006.5,,1016.6,,0,0,13,
108,서울,2022-10-01 04:00,16.1,,,,1.4,,20,,81,,14.8,12.8,1006.9,,1017,,0,0,12.6,
108,서울,2022-10-01 05:00,15.3,,,,1.8,,20,,85,,14.7,12.7,1007.2,,1017.4,,0,0,12.2,
108,서울,2022-10-01 06:00,14.9,,,,1.8,,20,,86,,14.5,12.5,1007.5,,1017.7,,0,0,11.8,
108,서울,2022-10-01 07:00,14.4,,,,1.8,,20,,88,,14.4,12.4,1007.8,,1018,,0,0,12.4,
108,서울,2022-10-01 08:00,15.9,,,,1,,50,,86,,15.5,13.5,1008.6,,1018.8,,0,0,15.2,
108,서울,2022-10-01 09:00,18.5,,,,1.6,,70,,75,,15.9,13.9,1008.8,,1018.8,,7,0,21.3,
108,서울,2022-10-01 10:00,20.7,,,,1.1,,20,,69,,16.8,14.8,1009.2,,1019.2,,8,0,26.8,
108,서울,2022-10-01 11:00,23.1,,,,1.9,,200,,58,,16.3,14.3,1008.8,,1018.7,,6,0,30.8,
108,서울,2022-10-01 12:00,25,,,,1.7,,230,,50,,15.8,13.8,1007.9,,1017.7,,7,0,35.2,
108,서울,2022-10-01 13:00,26.6,,,,2.6,,230,,39,,13.5,11.4,1007.3,,1017.1,,8,0,36.7,
108,서울,2022-10-01 14:00,27.5,,,,2.1,,230,,35,,12.8,10.6,1006.8,,1016.5,,8,0,35.7,
108,서울,2022-10-01 15:00,27.1,,,,2,,270,,35,,12.5,10.3,1006.5,,1016.2,,9,0,32.8,
108,서울,2022-10-01 16:00,26.2,,,,2.1,,290,,36,,12.2,9.9,1006.3,,1016.1,,9,0,29,
108,서울,2022-10-01 17:00,25.1,,,,2,,270,,49,,15.6,13.6,1006.4,,1016.2,,9,0,26.2,
108,서울,2022-10-01 18:00,24.1,,,,1.8,,250,,50,,15,13,1007,,1016.8,,9,0,23.9,
108,서울,2022-10-01 19:00,22.9,,,,1.8,,270,,53,,14.8,12.8,1007.1,,1016.9,,9,6,21.7,
108,서울,2022-10-01 20:00,22.2,,,,.8,,320,,58,,15.5,13.5,1007.7,,1017.6,,9,9,20.8,
108,서울,2022-10-01 21:00,21.7,,,,.6,,340,,60,,15.5,13.5,1007.6,,1017.5,,9,0,20.2,
108,서울,2022-10-01 22:00,21,,,,2,,50,,64,,15.9,13.9,1007.6,,1017.6,,10,8,19.8,
108,서울,2022-10-01 23:00,20.8,,,,.7,,50,,64,,15.7,13.7,1007.7,,1017.7,,10,10,19.4,
108,서울,2022-10-02 00:00,19.6,,,,2.2,,20,,68,,15.5,13.5,1007.6,,1017.5,,2,0,17.9,
108,서울,2022-10-02 01:00,19,,,,1.8,,70,,72,,15.8,13.8,1007.1,,1017.1,,4,2,17.1,
108,서울,2022-10-02 02:00,18.8,,,,1.9,,50,,75,,16.2,14.2,1007.2,,1017.2,,8,8,18.1,
108,서울,2022-10-02 03:00,19.2,,,,2.9,,50,,74,,16.4,14.4,1006.8,,1016.8,,9,9,18.5,
108,서울,2022-10-02 04:00,19.4,,,,2.8,,50,,72,,16.2,14.2,1006.7,,1016.6,,9,9,18.5,
108,서울,2022-10-02 05:00,19.5,,0,,2.2,,50,,72,,16.3,14.3,1007.2,,1017.1,,10,10,18.7,
108,서울,2022-10-02 06:00,19.5,,0,,1.4,,70,,72,,16.3,14.3,1008.2,,1018.2,,10,10,18.7,
108,서울,2022-10-02 07:00,19.2,,.1,,1.6,,50,,79,,17.5,15.4,1008.1,,1018.1,,10,10,18.5,
108,서울,2022-10-02 08:00,18.9,,0,,2.7,,50,,79,,17.2,15.1,1007.9,,1017.9,,10,1,18.5,
108,서울,2022-10-02 09:00,19.2,,0,,3,,50,,81,,17.9,15.8,1007.6,,1017.6,,10,4,19.5,
108,서울,2022-10-02 10:00,20,,0,,2.8,,70,,75,,17.5,15.4,1007.4,,1017.4,,10,5,20.8,
108,서울,2022-10-02 11:00,20.5,,,9,3.3,,50,,71,,17,15,1007.5,,1017.5,,10,4,21.5,
108,서울,2022-10-02 12:00,20.9,,,9,2.8,,50,,69,,16.9,14.9,1007,,1017,,10,7,22.3,
108,서울,2022-10-02 13:00,21.4,,0,,2.7,,50,,69,,17.5,15.4,1006.7,,1016.6,,10,2,23.1,
108,서울,2022-10-02 14:00,21.3,,0,,3.5,,70,,67,,16.9,14.9,1005.8,,1015.7,,10,2,22.5,
108,서울,2022-10-02 15:00,21.1,,0,,4,,70,,67,,16.7,14.7,1004.3,,1014.2,,10,3,22,
108,서울,2022-10-02 16:00,21.4,,0,,3.3,,50,,64,,16.3,14.3,1003.5,,1013.4,,10,6,22,
108,서울,2022-10-02 17:00,21.4,,0,,1.7,,50,,62,,15.8,13.8,1004.2,,1014.1,,10,3,21.2,
108,서울,2022-10-02 18:00,19.8,,3.3,,2.7,,140,,79,,18.2,16,1005,,1015,,10,6,18.9,
108,서울,2022-10-02 19:00,18.5,,3.8,,2.9,,50,,91,,19.2,16.9,1004.7,,1014.7,,10,7,18.5,
108,서울,2022-10-02 20:00,17.9,,1.7,,2.5,,70,,89,,18.2,16,1004.4,,1014.4,,10,6,18.2,
108,서울,2022-10-02 21:00,17.7,,.3,,2.1,,70,,92,,18.5,16.3,1004.1,,1014.1,,10,7,18.1,
108,서울,2022-10-02 22:00,17.4,,1.8,,4.1,,50,,95,,18.8,16.5,1003.3,,1013.3,,10,8,17.8,
108,서울,2022-10-02 23:00,17.3,,3.3,,2.9,,70,,97,,19.1,16.8,1003.3,,1013.3,,10,8,17.7,
108,서울,2022-10-03 00:00,17.5,,1.5,,2.5,,50,,97,,19.4,17,1003.7,,1013.7,,10,8,17.9,
108,서울,2022-10-03 01:00,17.7,,1.2,,1.6,,70,,99,,20,17.5,1003.4,,1013.4,,10,8,18.1,
108,서울,2022-10-03 02:00,17.9,,.9,,1.7,,50,,96,,19.6,17.2,1003.3,,1013.3,,10,8,18.3,
108,서울,2022-10-03 03:00,18,,4.4,,1.8,,50,,99,,20.4,17.8,1002.8,,1012.8,,10,9,18.2,
108,서울,2022-10-03 04:00,18.2,,3.5,,1.4,,50,,99,,20.6,18,1002.8,,1012.8,,10,9,18.3,
108,서울,2022-10-03 05:00,18.4,,3.2,,2,,70,,100,,21,18.3,1002.8,,1012.8,,10,9,18.5,
108,서울,2022-10-03 06:00,18.6,,1.9,,1.7,,70,,100,,21.3,18.5,1003.1,,1013.1,,10,9,18.7,
108,서울,2022-10-03 07:00,18.9,,1.8,,1.3,,70,,99,,21.6,18.7,1003.5,,1013.4,,10,9,18.9,
108,서울,2022-10-03 08:00,19.2,,2.1,,.9,,50,,99,,22,19,1003.7,,1013.6,,10,9,19.3,
108,서울,2022-10-03 09:00,19.6,,2.8,,.6,,70,,99,,22.5,19.4,1003.6,,1013.5,,10,7,19.8,
108,서울,2022-10-03 10:00,20.1,,2.6,,.8,,50,,99,,23.2,19.9,1003.5,,1013.5,,10,8,20.4,
108,서울,2022-10-03 11:00,20.6,,1.5,,.8,,20,,100,,24.1,20.5,1003.2,,1013.1,,10,8,21,
108,서울,2022-10-03 12:00,22.3,,10.9,,3.3,,200,,100,,26.8,22.2,1002.5,,1012.3,,10,8,21.7,
108,서울,2022-10-03 13:00,22.6,,2.5,,2.7,,230,,100,,27.2,22.5,1001.7,,1011.5,,10,7,21.9,
